0,2600
1,800
2,400
3,400
4,400
5,400
6,400
7,300
8,300
9,400
10,400
11,400
12,400
13,400
14,500
15,400
16,500
17,400
18,400
19,500
20,500
21,500
22,600
23,600
24,600
25,600
26,600
27,600
28,700
29,700
30,600
31,1400
32,900
33,700
34,800
35,800
36,800
37,800
38,800
39,900
40,800
41,800
42,800
43,900
44,2200
45,900
46,900
47,1000
48,900
49,900
50,1100
51,1000
52,1000
53,1000
54,800
55,1000
56,900
57,700
58,800
59,1100
60,1100
61,900
62,1900
63,1800
64,1000
65,1100
66,1100
67,1200
68,1300
69,1200
70,1300
71,1100
72,1300
73,1100
74,1200
75,1100
76,1100
77,1100
78,2200
79,1300
80,1200
81,1100
82,1200
83,1300
84,1300
85,1300
86,1200
87,1200
88,1100
89,1500
90,2600
91,1100
92,1300
93,1500
94,1100
95,800
96,900
97,900
98,800
99,800
100,1500
101,900
102,900
103,900
104,900
105,900
106,900
107,900
108,1000
109,900
110,2000
111,1600
112,1700
113,1600
114,1900
115,1500
116,1300
117,1100
118,1000
119,3400
120,1600
121,1300
122,1700
123,2400
124,1200
125,1700
126,1200
127,1100
128,1200
129,1200
130,1200
131,1800
132,2300
133,1200
134,1800
135,3000
136,2800
137,900
138,900
139,800
140,900
141,900
142,900
143,900
144,1000
145,900
146,900
147,1000
148,900
149,900
150,900
151,900
152,1000
153,1000
154,1000
155,1000
156,1000
157,1000
158,1000
159,1000
160,900
161,1000
162,1000
163,1100
164,900
165,1000
166,900
167,1000
168,1000
169,1000
170,1000
171,1000
172,900
173,1100
174,1000
175,1000
176,1000
177,1100
178,1000
179,1100
180,1000
181,2800
182,1100
183,1100
184,1000
185,1100
186,1200
187,1100
188,1200
189,1100
190,1100
191,1100
192,1100
193,1100
194,1200
195,1100
196,1100
197,1200
198,1200
199,1200
200,1100
201,1200
202,1200
203,1200
204,1200
205,1200
206,1200
207,1100
208,1300
209,1200
210,1100
211,1200
212,1200
213,1200
214,1200
215,1200
216,1100
217,1200
218,1200
219,1200
220,1200
221,1200
222,2500
223,1200
224,1300
225,1300
226,1200
227,1200
228,1300
229,1300
230,1200
231,1200
232,1200
233,1300
234,1300
235,1300
236,1300
237,1200
238,1400
239,1400
240,1300
241,1300
242,1300
243,1400
244,1500
245,1300
246,1400
247,1300
248,1500
249,1300
250,1400
251,1500
252,1400
253,1400
254,1300
255,2600
256,1500
257,1500
258,1400
259,1400
260,1500
261,1400
262,1500
263,1500
264,1400
265,1500
266,1400
267,1500
268,1600
269,1500
270,1300
271,1400
272,1400
273,1400
274,1500
275,1400
276,1600
277,1500
278,1500
279,1600
280,1500
281,1600
282,1500
283,1500
284,1600
285,1600
286,2900
287,1700
288,1500
289,1500
290,1700
291,1600
292,1700
293,1700
294,3500
295,1500
296,1600
297,1700
298,1600
299,1600
300,1600
301,1700
302,1600
303,1600
304,1700
305,1700
306,1700
307,1600
308,1600
309,1700
310,1500
311,1700
312,1600
313,1500
314,1600
315,1600
316,1600
317,1700
318,1600
319,1600
320,1600
321,1600
322,1700
323,1600
324,1700
325,1600
326,1700
327,1700
328,1700
329,1600
330,1600
331,1700
332,1800
333,1800
334,1800
335,1700
336,1700
337,3000
338,1800
339,1700
340,1700
341,1700
342,1700
343,1800
344,1900
345,1900
346,1800
347,1700
348,1800
349,1800
350,1900
351,1900
352,1900
353,2000
354,1800
355,1900
356,1900
357,1900
358,2000
359,1900
360,1900
361,3300
362,1900
363,2100
364,2000
365,2000
366,1900
367,1900
368,2000
369,1900
370,2000
371,1800
372,2100
373,1900
374,1800
375,2000
376,1900
377,2000
378,1900
379,2000
380,1900
381,2000
382,2100
383,2100
384,2200
385,2100
386,1900
387,2100
388,1800
389,2000
390,1900
391,2000
392,2100
393,1900
394,2100
395,3400
396,2000
397,1900
398,2000
399,2000
400,1900
401,2000
402,2000
403,2000
404,2000
405,1900
406,2100
407,2100
408,2000
409,2100
410,2000
411,2100
412,2100
413,2200
414,2200
415,2100
416,2100
417,2100
418,2000
419,2100
420,2200
421,2400
422,700
423,600
424,600
425,600
426,600
427,600
428,600
429,600
430,600
431,700
432,600
433,600
434,700
435,700
436,700
437,800
438,700
439,600
440,700
441,600
442,600
443,600
444,700
445,700
446,700
447,700
448,700
449,700
450,700
451,600
452,700
453,700
454,700
455,600
456,700
457,600
458,700
459,700
460,600
461,1800
462,600
463,600
464,500
465,600
466,500
467,600
468,500
469,500
470,500
471,600
472,500
473,500
474,500
475,500
476,500
477,500
478,500
479,500
480,600
481,500
482,500
483,500
484,500
485,500
486,600
487,500
488,500
489,500
490,500
491,500
492,500
493,500
494,500
495,500
496,500
497,600
498,600
499,600
500,500
501,600
502,600
503,500
504,500
505,500
506,600
507,500
508,500
509,500
510,500
511,500
512,500
513,500
514,500
515,600
516,500
517,600
518,600
519,500
520,500
521,500
522,600
523,500
524,500
525,500
526,600
527,600
528,500
529,500
530,500
531,500
532,600
533,500
534,600
535,500
536,600
537,600
538,500
539,600
540,600
541,600
542,500
543,600
544,600
545,600
546,500
547,600
548,600
549,600
550,500
551,600
552,600
553,600
554,600
555,600
556,600
557,600
558,600
559,600
560,500
561,600
562,600
563,600
564,600
565,600
566,600
567,600
568,600
569,600
570,600
571,600
572,600
573,600
574,600
575,600
576,600
577,600
578,600
579,600
580,600
581,600
582,600
583,600
584,600
585,600
586,600
587,600
588,600
589,600
590,600
591,600
592,600
593,600
594,600
595,700
596,600
597,600
598,600
599,700
600,600
601,700
602,600
603,600
604,600
605,600
606,600
607,600
608,600
609,600
610,600
611,600
612,600
613,700
614,700
615,600
616,600
617,600
618,700
619,600
620,700
621,600
622,700
623,700
624,600
625,700
626,600
627,600
628,700
629,700
630,600
631,700
632,700
633,600
634,700
635,700
636,600
637,700
638,600
639,600
640,700
641,700
642,700
643,600
644,700
645,600
646,700
647,800
648,700
649,700
650,700
651,700
652,700
653,700
654,700
655,700
656,700
657,700
658,700
659,700
660,700
661,700
662,600
663,700
664,700
665,700
666,700
667,700
668,800
669,700
670,700
671,700
672,700
673,700
674,700
675,700
